MP Name,composite_risk_rank,composite_risk_score,risk_band,is_flagged_composite,constituency_proxy,top_vendor,is_ghost_work_flagged,true_label,top_shap_drivers,num_works,anomaly_score_mean,anomaly_score_max,anomaly_flag_rate,cost_deviation_pct_mean,cost_deviation_pct_max,sor_match_confidence_mean,duplicate_score_mean,duplicate_score_max,duplicate_flag_rate,duplicate_group_size_max,injected_anomaly_frac,ghost_work_rate,constituency_proxy_state,constituency_proxy_district,num_months,deviation_flag_rate,residual_pct_mean,residual_pct_max,total_actual_amount,num_primary_vendors,collusion_score_mean,collusion_score_max,flagged_vendor_rate,any_flagged_vendor,top_vendor_total_amount,top_vendor_collusion_score,top_vendor_is_flagged_collusion,target_high_risk,driver_1_feature,driver_1_shap,driver_2_feature,driver_2_shap,driver_3_feature,driver_3_shap,composite_risk_score_raw_oof,composite_risk_score_in_sample,decision_threshold,is_flagged_capacity,risk_percentile,label_agreement
Dr. Syed Naseer Hussain (2024-30),592,0.0,Low,0,"Sitting Rajya Sabha, Karnataka",SIDDARAM BELKOTI,0.0,0,cost_deviation_pct_mean (-3.122); cost_deviation_pct_max (-2.580); num_works (+0.882),3,0.1974329563264043,0.2061107151495377,0.0,0.0341666666666666,0.1355,0.8073333333333332,0.0,0.0,0.0,1.0,0.0,0.0,Karnataka,Sitting Rajya Sabha,16,0.0625,0.9687493981612344,2.1046144719484987,52745755.0,5,0.5552982475041298,0.654687387775623,0.4,1.0,6525000.0,0.6509723120017237,1.0,0,cost_deviation_pct_mean,-3.1215007,cost_deviation_pct_max,-2.5797336,num_works,0.88167745,0.008318925431619087,0.006271513,0.5,0,0.19423368740515934,agree
MANOJ TIGGA,593,0.0,Low,0,"ALIPURDUARS, West Bengal",SUBRATA SAHA,0.0,0,cost_deviation_pct_mean (-2.914); cost_deviation_pct_max (-2.572); num_works (+0.940),10,0.137239854099734,0.2144308429793026,0.1,0.03796,0.125,0.8010999999999999,0.0,0.0,0.0,1.0,0.0,0.0,West Bengal,ALIPURDUARS,1,0.0,0.0,0.0,11379773.0,5,0.6287166918049272,0.6662922861452274,0.4,1.0,4410180.0,0.6662922861452274,1.0,0,cost_deviation_pct_mean,-2.9139736,cost_deviation_pct_max,-2.5719051,num_works,0.93956983,0.00830119987949729,0.007241798,0.5,0,0.19423368740515934,agree
Shri Ilaiyaraaja (2022-28),594,0.0,Low,0,"Nominated Rajya Sabha, Tamil Nadu",K VANARAJ,0.0,0,cost_deviation_pct_mean (-3.306); cost_deviation_pct_max (-1.407); num_works (-0.436),17,0.1230669622659424,0.2061355729963419,0.1176470588235294,0.0055294117647058,0.14,0.8291176470588235,0.0,0.0,0.0,1.0,0.0,0.0,Tamil Nadu,Nominated Rajya Sabha,34,0.0294117647058823,1.2473185357140553,3.34873133657136,44381022.0,6,0.5794928655222773,0.664685233067586,0.3333333333333333,1.0,14604764.0,0.6208782230841055,0.0,0,cost_deviation_pct_mean,-3.306391,cost_deviation_pct_max,-1.4068432,num_works,-0.4361802,0.008264667044083277,0.0055170255,0.5,0,0.19423368740515934,agree
Adv Dean Kuriakose,595,0.0,Low,0,"IDUKKI, Kerala",KALLOOR ELECTRONICS AND  LIGHTING PVT LTD,1.0,0,cost_deviation_pct_mean (-3.328); num_works (-0.404); sor_match_confidence_mean (-0.235),95,0.1770853078013632,0.2170640942070713,0.0210526315789473,0.0639,2.6752,0.8418210526315789,0.6771513473796545,0.8612570576667785,0.8315789473684211,103.0,0.031578947368421,0.8315789473684211,Kerala,IDUKKI,16,0.0,0.5027784606498926,1.4189972043033896,58754261.0,28,0.4138615702691332,0.6934353228470875,0.0714285714285714,1.0,15081737.0,0.6934353228470875,1.0,0,cost_deviation_pct_mean,-3.327809,num_works,-0.4036229,sor_match_confidence_mean,-0.23526828,0.008085793349891901,0.008623302,0.5,0,0.19423368740515934,agree
MANJU SHARMA,596,0.0,Low,0,"JAIPUR, Rajasthan",SHRI LAXMI CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-3.286); cost_deviation_pct_max (-2.514); num_works (+0.978),13,0.1734875955278979,0.2140298593888884,0.0,0.0067384615384615,0.1265,0.837923076923077,0.1316325799946298,0.8556117699650939,0.1538461538461538,2.0,0.0,0.1538461538461538,Rajasthan,JAIPUR,24,0.0,0.6945022657894052,1.9076616657693728,21994861.0,18,0.5623991476932653,0.6382290095525389,0.0,0.0,4187421.0,0.585129821159233,0.0,0,cost_deviation_pct_mean,-3.2863503,cost_deviation_pct_max,-2.5138407,num_works,0.97796035,0.008031716259817282,0.006704486,0.5,0,0.19423368740515934,agree
Vaithilingam Ve,597,0.0,Low,0,"Puducherry, Puducherry",SHINOJ T A,0.0,0,cost_deviation_pct_mean (-3.191); cost_deviation_pct_max (-2.515); num_works (+0.998),13,0.130841810446262,0.2120211028059409,0.0,0.0458615384615384,0.1362,0.8493076923076923,0.0,0.0,0.0,1.0,0.0,0.0,Puducherry,Puducherry,25,0.08,1.1600098314361669,5.207141495997804,33557935.0,19,0.5181918786407951,0.6462229763700351,0.0,0.0,5692691.0,0.6462229763700351,0.0,0,cost_deviation_pct_mean,-3.190846,cost_deviation_pct_max,-2.514731,num_works,0.99807024,0.008015908300876617,0.005584218,0.5,0,0.19423368740515934,agree
Shri M K Raghavan,598,0.0,Low,0,"KOZHIKODE, Kerala",Nisar T P,1.0,0,cost_deviation_pct_mean (-3.138); cost_deviation_pct_max (-2.557); num_works (+0.869),15,0.2103555531571759,0.2214104651535953,0.0,0.00152,0.1028,0.8615333333333334,0.2683711715065439,0.686934264980952,0.4,66.0,0.0,0.4,Kerala,KOZHIKODE,10,0.0,1.3419157639163148,6.326204337847859,9365325.0,14,0.5562023527359662,0.6388969690440278,0.0,0.0,1688480.0,0.6388969690440278,0.0,0,cost_deviation_pct_mean,-3.1376004,cost_deviation_pct_max,-2.5569577,num_works,0.8694313,0.00796401035040617,0.012183076,0.5,0,0.19423368740515934,agree
Krishan Pal Gurjar,599,0.0,Low,0,"FARIDABAD, Haryana",Mentiz Infratech India,0.0,0,cost_deviation_pct_mean (-3.056); cost_deviation_pct_max (-2.531); num_works (+0.976),6,0.1590808526972383,0.2119082854012416,0.1666666666666666,0.0527,0.1426,0.8325,0.0,0.0,0.0,1.0,0.0,0.0,Haryana,FARIDABAD,13,0.0,0.7209693556362587,1.593335367809174,24858831.0,14,0.5686988898123352,0.6509848811319399,0.0714285714285714,1.0,9603968.0,0.6352995044171514,0.0,0,cost_deviation_pct_mean,-3.0561721,cost_deviation_pct_max,-2.530615,num_works,0.9761203,0.007935189021130403,0.0068629165,0.5,0,0.19423368740515934,agree
Shri Narendra Modi,600,0.0,Low,0,"VARANASI, Uttar Pradesh",NEETU CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-2.941); num_works (-0.473); collusion_score_mean (-0.273),192,0.1907612777828904,0.2225054899396514,0.03125,0.0825072916666666,2.6135,0.8645833333333334,0.3943960379873996,0.7697761558486701,0.5677083333333334,37.0,0.0364583333333333,0.5677083333333334,Uttar Pradesh,VARANASI,17,0.0,0.6422396659263769,1.6233031437991208,89119541.0,81,0.4131900164307571,0.6276547798606622,0.0,0.0,7003903.0,0.6276547798606622,0.0,0,cost_deviation_pct_mean,-2.940851,num_works,-0.47289371,collusion_score_mean,-0.27316552,0.007814531369755665,0.013944625,0.5,0,0.19423368740515934,agree
Yogendra Chandoliya,601,0.0,Low,0,"NORTH WEST DELHI, Delhi",MASTER ELECTRIC STORE,1.0,0,cost_deviation_pct_mean (-3.065); cost_deviation_pct_max (-2.615); num_works (+0.918),11,0.1588391184305339,0.2105877259792933,0.0,0.0061818181818181,0.1154,0.8278181818181818,0.1354626620919271,0.7450446415055995,0.1818181818181818,2.0,0.0,0.1818181818181818,Delhi,NORTH WEST DELHI,13,0.0,0.0291467697181021,1.0,12505354.0,4,0.6427200046685341,0.6785355167708109,0.75,1.0,6488745.0,0.6785355167708109,1.0,0,cost_deviation_pct_mean,-3.06514,cost_deviation_pct_max,-2.6146085,num_works,0.9180445,0.007758797301600377,0.007405033,0.5,0,0.19423368740515934,agree
Shri Raghav Chadha (2022-28),602,0.0,Low,0,"Sitting Rajya Sabha, Punjab",Brightway Contractor and Developers,0.0,0,cost_deviation_pct_mean (-3.105); cost_deviation_pct_max (-2.499); num_works (+0.912),4,0.1435917736878826,0.2017114729437873,0.25,0.0034999999999999,0.0833,0.7935,0.0,0.0,0.0,1.0,0.0,0.0,Punjab,Sitting Rajya Sabha,28,0.0357142857142857,1.4425677540230617,12.68684952899278,35563356.0,19,0.3269326691540313,0.6676605257487611,0.1052631578947368,1.0,21078330.0,0.6676605257487611,1.0,0,cost_deviation_pct_mean,-3.1045036,cost_deviation_pct_max,-2.4993768,num_works,0.9119936,0.007666917362560828,0.0071398914,0.5,0,0.19423368740515934,agree
NARESH CHANDRA UTTAM PATEL,603,0.0,Low,0,"FATEHPUR, Uttar Pradesh",MS YASH CONTRACTOR AND SUPPLIERS,1.0,0,cost_deviation_pct_mean (-3.061); cost_deviation_pct_max (-2.529); num_works (+1.007),13,0.1654488013721559,0.2146256777266018,0.0,0.0122615384615384,0.1457,0.8641538461538462,0.2705135107409572,0.7437037439903249,0.3846153846153846,9.0,0.0,0.3846153846153846,Uttar Pradesh,FATEHPUR,11,0.0,0.5194170156148861,1.1818513747159696,28783210.0,12,0.5664116928822811,0.6584347841700783,0.1666666666666666,1.0,7362256.0,0.6491336278100983,0.0,0,cost_deviation_pct_mean,-3.061368,cost_deviation_pct_max,-2.528665,num_works,1.0066739,0.007621875188002984,0.0074685924,0.5,0,0.19423368740515934,agree
Virendra Kumar,604,0.0,Low,0,"TIKAMGARH, Madhya Pradesh",DEEPAK KUMAR SHARMA,1.0,0,cost_deviation_pct_mean (-3.273); cost_deviation_pct_max (-2.457); num_works (+0.953),12,0.1985362232641373,0.2169811609746631,0.0,-0.0161083333333333,0.1351,0.8251666666666666,0.5390152083591179,0.8613332856496175,0.6666666666666666,145.0,0.0,0.6666666666666666,Madhya Pradesh,TIKAMGARH,24,0.0,0.5646703850378053,1.7560403752429017,49785240.0,172,0.36244098563695,0.6620133951016305,0.005813953488372,1.0,3528574.0,0.6620133951016305,1.0,0,cost_deviation_pct_mean,-3.27281,cost_deviation_pct_max,-2.4565315,num_works,0.9525645,0.007465060024211804,0.006829558,0.5,0,0.19423368740515934,agree
Shri Jayant Chaudhary (2022-28),605,0.0,Low,0,"Sitting Rajya Sabha, Uttar Pradesh",Vaid Associates,0.0,0,cost_deviation_pct_mean (-3.232); cost_deviation_pct_max (-2.545); num_works (+0.947),8,0.115022851779863,0.1987087876312595,0.125,0.023475,0.1085,0.815375,0.0,0.0,0.0,1.0,0.0,0.0,Uttar Pradesh,Sitting Rajya Sabha,27,0.1111111111111111,0.7773918040293036,2.849526073535744,43141697.0,14,0.5904389319830496,0.651876391582274,0.1428571428571428,1.0,10427081.0,0.6103093801623214,0.0,0,cost_deviation_pct_mean,-3.2316184,cost_deviation_pct_max,-2.5447457,num_works,0.94710445,0.0073074656538665295,0.005836612,0.5,0,0.19423368740515934,agree
Shri Imran Pratapgarhi (2022-28),606,0.0,Low,0,"Sitting Rajya Sabha, Maharashtra",UNITY ENTERPRISES,0.0,0,cost_deviation_pct_mean (-3.555); cost_deviation_pct_max (-1.489); collusion_score_max (-0.195),53,0.1687565548926136,0.2178677301653152,0.0377358490566037,0.0330169811320754,0.1467,0.8382075471698113,0.0,0.0,0.0,1.0,0.0,0.0,Maharashtra,Sitting Rajya Sabha,23,0.0434782608695652,1.0014577322063023,3.5074205421811238,102738277.0,20,0.571359530991884,0.6270712131006249,0.0,0.0,28498934.0,0.6166531997414351,0.0,0,cost_deviation_pct_mean,-3.5551987,cost_deviation_pct_max,-1.488874,collusion_score_max,-0.1945602,0.007265861456592877,0.0047334726,0.5,0,0.19423368740515934,agree
Priyanka Gandhi Vadra,607,0.0,Low,0,"WAYANAD, Kerala",Mahindra And Mahindra Limited,1.0,0,cost_deviation_pct_mean (-3.163); cost_deviation_pct_max (-2.517); num_works (+0.959),11,0.1411690695917392,0.2173604756712972,0.0,0.0488818181818181,0.1379,0.8439090909090908,0.3998667876790323,0.7741484092076619,0.5454545454545454,10.0,0.0,0.5454545454545454,Kerala,WAYANAD,18,0.0,0.7718097233156154,2.0729878630335263,34714501.0,16,0.3714717778136895,0.6717122746534511,0.0625,1.0,16692987.0,0.6717122746534511,1.0,0,cost_deviation_pct_mean,-3.1632137,cost_deviation_pct_max,-2.5171552,num_works,0.9587256,0.0071435195083419485,0.008323139,0.5,0,0.19423368740515934,agree
JAGADISH SHETTAR,608,0.0,Low,0,"BELGAUM, Karnataka",PRIYESH GOUNDADKAR,1.0,0,cost_deviation_pct_mean (-2.838); cost_deviation_pct_max (-2.783); num_works (+0.867),1,0.2024220568846114,0.2024220568846114,0.0,0.0655,0.0655,0.889,0.7386687786229452,0.7386687786229452,1.0,131.0,0.0,1.0,Karnataka,BELGAUM,11,0.0,2.421744600412972,14.537630743030466,10222651.0,20,0.5508353982618688,0.6143117503411621,0.0,0.0,999405.0,0.6143117503411621,0.0,0,cost_deviation_pct_mean,-2.8375793,cost_deviation_pct_max,-2.7826815,num_works,0.8669932,0.00691881279150645,0.008175249,0.5,0,0.19423368740515934,agree
Shri Ashwini Vaishnaw (2024-30),609,0.0,Low,0,"Sitting Rajya Sabha, Odisha",VALUABLE WHEELS INDIA PRIVATE LIMITED,0.0,0,cost_deviation_pct_mean (-3.048); cost_deviation_pct_max (-2.474); num_works (+0.947),4,0.107154747216666,0.1904959313680926,0.25,-0.038625,0.0033,0.78875,0.0,0.0,0.0,1.0,0.0,0.0,Odisha,Sitting Rajya Sabha,14,0.0,-0.9631185211104228,1.300751827364392,20469117.0,15,0.4816196820608585,0.6463989441930618,0.0,0.0,5569600.0,0.6463989441930618,0.0,0,cost_deviation_pct_mean,-3.0484307,cost_deviation_pct_max,-2.4736443,num_works,0.94703496,0.0069166299266119795,0.0050875065,0.5,0,0.19423368740515934,agree
Smt. Rekha Sharma (2024-28),610,0.0,Low,0,"Sitting Rajya Sabha, Haryana",SUNIL KUMAR,0.0,0,cost_deviation_pct_mean (-2.894); cost_deviation_pct_max (-2.697); num_works (+0.887),1,0.2203606847352298,0.2203606847352298,0.0,0.0237,0.0237,0.906,0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Sitting Rajya Sabha,13,0.0,0.3853868130444409,0.7068256280211681,14183077.0,47,0.3899839122774041,0.6262093298858005,0.0,0.0,3807405.0,0.5259067729655965,0.0,0,cost_deviation_pct_mean,-2.8937423,cost_deviation_pct_max,-2.6968591,num_works,0.88747454,0.006880086846649647,0.006304786,0.5,0,0.19423368740515934,agree
T Sumathy (A) Thamizhachi Thangapandian ,611,0.0,Low,0,"CHENNAI SOUTH, Tamil Nadu",L N DREAMWAY CONSTRUCTION,0.0,0,cost_deviation_pct_mean (-3.037); cost_deviation_pct_max (-2.550); num_works (+0.911),5,0.0875519852956945,0.146652630657421,0.2,0.0279,0.1134,0.8248000000000001,0.0,0.0,0.0,1.0,0.0,0.0,Tamil Nadu,CHENNAI SOUTH,14,0.0,0.9999230706200104,2.61031477179466,28530278.0,8,0.6075796344178697,0.6624604970193206,0.125,1.0,10478968.0,0.6624604970193206,1.0,0,cost_deviation_pct_mean,-3.0365617,cost_deviation_pct_max,-2.5499327,num_works,0.9112987,0.006875184054176013,0.006829228,0.5,0,0.19423368740515934,agree
Smt Supriya Sadanand Sule,612,0.0,Low,0,"BARAMATI, Maharashtra",SAMARTHA ENTERPRISES,1.0,0,cost_deviation_pct_mean (-3.241); cost_deviation_pct_max (-2.513); num_works (+0.952),10,0.1813754984379269,0.2194740353005007,0.0,0.01065,0.1434,0.8641,0.1451923396643956,0.7752075107663473,0.2,13.0,0.0,0.2,Maharashtra,BARAMATI,17,0.0,0.5521341208815629,1.8601060652297805,25041557.0,25,0.5490958485958486,0.6207166199813259,0.0,0.0,1995224.0,0.6192155067155067,0.0,0,cost_deviation_pct_mean,-3.2412496,cost_deviation_pct_max,-2.5134182,num_works,0.9515139,0.006812501233071089,0.005748761,0.5,0,0.19423368740515934,agree
H.D. KUMARASWAMY,613,0.0,Low,0,"MANDYA, Karnataka",PROJECT MANAGER NIRMITHI KENDRA MANDYA,1.0,0,cost_deviation_pct_mean (-3.132); cost_deviation_pct_max (-2.597); num_works (+0.878),7,0.1998874416996701,0.2098096740663408,0.0,0.0321285714285714,0.1099,0.8474285714285715,0.6084473871919843,0.7680000119209289,0.8571428571428571,102.0,0.0,0.8571428571428571,Karnataka,MANDYA,17,0.0588235294117647,1.063845987209781,4.350723331064956,46075000.0,1,0.6266923436041083,0.6266923436041083,0.0,0.0,40200000.0,0.6266923436041083,0.0,0,cost_deviation_pct_mean,-3.1324122,cost_deviation_pct_max,-2.5971408,num_works,0.87771183,0.0066911903365204735,0.005749614,0.5,0,0.19423368740515934,agree
SANJNA JATAV,614,0.0,Low,0,"BHARATPUR, Rajasthan",SHARMA CONTRACTOR,1.0,0,cost_deviation_pct_mean (-3.693); cost_deviation_pct_max (-1.458); num_works (-0.150),76,0.1946978347324149,0.2209542433321394,0.0131578947368421,0.0301065789473684,0.1468,0.836671052631579,0.458755913769462,0.8422394222678605,0.631578947368421,32.0,0.0,0.631578947368421,Rajasthan,BHARATPUR,25,0.04,0.6893736894516515,2.813477506851561,66932558.1,437,0.199634496760624,0.6924495439201321,0.0022883295194508,1.0,24819319.1,0.6924495439201321,1.0,0,cost_deviation_pct_mean,-3.6926997,cost_deviation_pct_max,-1.4579735,num_works,-0.15006994,0.006656071947266658,0.0050751492,0.5,0,0.19423368740515934,agree
AJENDRA SINGH LODHI,615,0.0,Low,0,"HAMIRPUR, Uttar Pradesh",Lakshya Contruction,1.0,0,cost_deviation_pct_mean (-3.310); cost_deviation_pct_max (-1.275); num_works (-0.413),19,0.1695809490720761,0.2080235578267713,0.0,0.0289578947368421,0.1463,0.8221052631578948,0.4717857918707432,0.8680000119209289,0.5789473684210527,32.0,0.0,0.5789473684210527,Uttar Pradesh,HAMIRPUR,21,0.0,0.6960712637074659,1.6358475244187671,48355823.0,19,0.5286604047826957,0.6424306902248078,0.0,0.0,24947262.0,0.641925231631114,0.0,0,cost_deviation_pct_mean,-3.310333,cost_deviation_pct_max,-1.2748034,num_works,-0.41312283,0.006610881847639878,0.0044771344,0.5,0,0.19423368740515934,agree
SHIVRAJ SINGH CHOUHAN,616,0.0,Low,0,"VIDISHA, Madhya Pradesh",CEO JANPAD KHATEGAON,1.0,0,cost_deviation_pct_mean (-3.179); cost_deviation_pct_max (-2.453); num_works (+0.940),10,0.1960920654203879,0.2185150295326829,0.0,0.02476,0.1131,0.7929,0.6253484941694472,0.83911112303204,0.8,33.0,0.0,0.8,Madhya Pradesh,VIDISHA,19,0.0526315789473684,0.5987200062381586,3.2107276864404843,38851625.0,66,0.4501531828737711,0.604973784385549,0.0,0.0,4915876.0,0.604973784385549,0.0,0,cost_deviation_pct_mean,-3.1789262,cost_deviation_pct_max,-2.453169,num_works,0.9395195,0.006589110319813092,0.005761667,0.5,0,0.19423368740515934,agree
R.K. CHAUDHARY,617,0.0,Low,0,"MOHANLALGANJ, Uttar Pradesh",SHREE HARIOM INFOTECH,1.0,0,cost_deviation_pct_mean (-3.126); cost_deviation_pct_max (-2.576); num_works (+0.934),14,0.1955363732290745,0.2044644224129653,0.0,0.0143857142857142,0.1383,0.8102857142857143,0.6506943641730717,0.8499725275039672,0.7857142857142857,58.0,0.0,0.7857142857142857,Uttar Pradesh,MOHANLALGANJ,17,0.0588235294117647,0.7302250278296796,2.856356444921784,34622708.0,3,0.597879707438531,0.6266618185735833,0.0,0.0,31012776.0,0.6266618185735833,0.0,0,cost_deviation_pct_mean,-3.1261814,cost_deviation_pct_max,-2.5757089,num_works,0.93378335,0.0065360671530167265,0.006440812,0.5,0,0.19423368740515934,agree
Smt Harsimrat Kaur Badal,618,0.0,Low,0,"BHATINDA, Punjab",MANU KRISHI UDHYOG,1.0,0,cost_deviation_pct_mean (-2.791); num_works (-0.428); cost_deviation_pct_max (-0.373),147,0.1537699886281316,0.220350035204697,0.0680272108843537,0.1006938775510204,2.9664,0.8459795918367347,0.3458461940660961,0.8680000119209289,0.4489795918367347,24.0,0.0408163265306122,0.4489795918367347,Punjab,BHATINDA,24,0.0,0.5097351830547604,0.9380300545132728,86764668.0,408,0.2925207425856214,0.6649536737772032,0.0024509803921568,1.0,3740000.0,0.6649536737772032,1.0,0,cost_deviation_pct_mean,-2.791178,num_works,-0.42809588,cost_deviation_pct_max,-0.37330505,0.006519721355289221,0.0080236215,0.5,0,0.19423368740515934,agree
Praveen Khandelwal,619,0.0,Low,0,"CHANDINI CHOWK, Delhi",KHALSA EXPORTS PRIVATE LIMITED,0.0,0,cost_deviation_pct_mean (-3.277); cost_deviation_pct_max (-1.480); num_works (-0.460),35,0.1900367779760019,0.2196319168947501,0.0,0.0190714285714285,0.1461,0.8225714285714285,0.0,0.0,0.0,1.0,0.0,0.0,Delhi,CHANDINI CHOWK,11,0.0,0.4587490386279783,0.8562332058139909,26487847.0,9,0.5720596215694255,0.6879892982834159,0.2222222222222222,1.0,16896339.0,0.6879892982834159,1.0,0,cost_deviation_pct_mean,-3.2772677,cost_deviation_pct_max,-1.4800903,num_works,-0.46006233,0.006494214215005438,0.0059257834,0.5,0,0.19423368740515934,agree
Smt Hema Malini,620,0.0,Low,0,"MATHURA, Uttar Pradesh",JAY MAHAVEER INFRAVENTURE PRIVATE LIMITED,1.0,0,cost_deviation_pct_mean (-3.539); cost_deviation_pct_max (-1.465); num_works (-0.465),33,0.1758898410565073,0.2151080133069458,0.0,0.0205818181818181,0.1366,0.8474242424242424,0.3421302346375285,0.7842127792835235,0.4545454545454545,10.0,0.0,0.4545454545454545,Uttar Pradesh,MATHURA,22,0.0454545454545454,0.734503114619152,2.402544285980836,40721168.0,11,0.5598745209039326,0.6925788264023558,0.2727272727272727,1.0,26805440.0,0.6925788264023558,1.0,0,cost_deviation_pct_mean,-3.5394235,cost_deviation_pct_max,-1.4653372,num_works,-0.46509033,0.006438954888532559,0.004475753,0.5,0,0.19423368740515934,agree
Shri Subhash Barala (2024-30),621,0.0,Low,0,"Sitting Rajya Sabha, Haryana",THE BARTA CO OP  L AND C SOCIETY,0.0,0,cost_deviation_pct_mean (-3.129); cost_deviation_pct_max (-2.487); num_works (+0.941),4,0.1245648199688428,0.1762761126074035,0.0,0.0026249999999999,0.0501,0.8505,0.0,0.0,0.0,1.0,0.0,0.0,Haryana,Sitting Rajya Sabha,14,0.0,0.4710744457231717,1.4555337594679654,29532538.0,25,0.5168243194713783,0.6550824175824176,0.04,1.0,3571195.0,0.6550824175824176,1.0,0,cost_deviation_pct_mean,-3.128942,cost_deviation_pct_max,-2.4865522,num_works,0.9410735,0.006268797752757867,0.005905294,0.5,0,0.19423368740515934,agree
KALIPADA SAREN,622,0.0,Low,0,"JHARGRAM, West Bengal",MADHUMITA MANDAL,1.0,0,cost_deviation_pct_mean (-3.432); cost_deviation_pct_max (-1.619); sor_match_confidence_mean (+0.477),40,0.113067917322266,0.203229078373495,0.075,0.01515,0.1494,0.8710000000000001,0.4314674289722323,0.8595788888931274,0.55,7.0,0.0,0.55,West Bengal,JHARGRAM,21,0.0,0.5959308857531556,1.2105930126100064,71784126.0,13,0.5368406731528904,0.6451546003016592,0.0,0.0,10683215.0,0.606719995690584,0.0,0,cost_deviation_pct_mean,-3.431639,cost_deviation_pct_max,-1.619139,sor_match_confidence_mean,0.4774116,0.006205379186818997,0.006120533,0.5,0,0.19423368740515934,agree
Nityanand Rai,623,0.0,Low,0,"UJJARPUR, Bihar",DARVESHWAR NATH CONSTRUCTION,0.0,0,cost_deviation_pct_mean (-3.381); cost_deviation_pct_max (-1.576); sor_match_confidence_mean (-0.181),40,0.0192061739666959,0.1843509523497892,0.275,0.0127025,0.1478,0.8650499999999999,0.0,0.0,0.0,1.0,0.0,0.0,Bihar,UJJARPUR,15,0.1333333333333333,1.2720879285993587,5.0233250129090194,22994739.0,6,0.6203036342742225,0.6652723910076852,0.1666666666666666,1.0,13650000.0,0.6652723910076852,1.0,0,cost_deviation_pct_mean,-3.381379,cost_deviation_pct_max,-1.5755415,sor_match_confidence_mean,-0.18058132,0.006179370762159427,0.0041994634,0.5,0,0.19423368740515934,agree
VAMSI KRISHNA GADDAM,624,0.0,Low,0,"PEDDAPALLE, Telangana",SVR CONSTRUCTIONS,1.0,0,cost_deviation_pct_mean (-3.068); cost_deviation_pct_max (-2.520); num_works (+0.949),9,0.0844602486330338,0.2172181383371123,0.3333333333333333,0.0058444444444444,0.1293,0.8526666666666667,0.2709778195783638,0.8357822113037109,0.3333333333333333,2.0,0.0,0.3333333333333333,Telangana,PEDDAPALLE,17,0.1176470588235294,1.0203025418816474,3.968283500494164,16373473.0,13,0.574652691451334,0.6653657616892912,0.1538461538461538,1.0,5683700.0,0.6653657616892912,1.0,0,cost_deviation_pct_mean,-3.067884,cost_deviation_pct_max,-2.5201821,num_works,0.94856125,0.0061401134977738065,0.00572535,0.5,0,0.19423368740515934,agree
Shri Satish Kumar Gautam ,625,0.0,Low,0,"ALIGARH, Uttar Pradesh",S K CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-3.268); cost_deviation_pct_max (-1.472); num_works (-0.411),21,0.1619696508377085,0.2209300749710708,0.0,0.0229047619047619,0.1176,0.8496190476190476,0.327148077658116,0.7455804201197699,0.4761904761904761,17.0,0.0,0.4761904761904761,Uttar Pradesh,ALIGARH,17,0.0,0.612556780704462,1.1986169459113545,87713538.0,4,0.6500767614738203,0.6626903325432737,0.75,1.0,41328211.0,0.6250601522660346,0.0,0,cost_deviation_pct_mean,-3.2680783,cost_deviation_pct_max,-1.4716401,num_works,-0.4108638,0.006118503399193287,0.004338207,0.5,0,0.19423368740515934,agree
UJJWAL RAMAN SINGH,626,0.0,Low,0,"ALLAHABAD, Uttar Pradesh",MS VIDYARTHI CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-2.993); cost_deviation_pct_max (-2.467); num_works (+0.943),3,-0.0129336605576295,0.0371874446424385,0.6666666666666666,-0.0046666666666666,0.061,0.7866666666666666,0.2250244054698518,0.6750732164095555,0.3333333333333333,2.0,0.0,0.3333333333333333,Uttar Pradesh,ALLAHABAD,14,0.0,0.5175745755254163,1.3440823668995914,64478327.0,17,0.5250169524823505,0.6620977878330819,0.1176470588235294,1.0,18359603.0,0.6620977878330819,1.0,0,cost_deviation_pct_mean,-2.9925518,cost_deviation_pct_max,-2.4671166,num_works,0.943002,0.006043589363495509,0.0053756447,0.5,0,0.19423368740515934,agree
Dr. M. Dhanapal (2025-31),627,0.0,Low,0,"Sitting Rajya Sabha, Tamil Nadu",RAK INDUSTRIES,0.0,0,cost_deviation_pct_mean (-3.211); cost_deviation_pct_max (-1.622); num_works (-0.261),27,0.1733318190070573,0.2009201295558815,0.037037037037037,0.016637037037037,0.1322,0.8168148148148148,0.0,0.0,0.0,1.0,0.0,0.0,Tamil Nadu,Sitting Rajya Sabha,11,0.0909090909090909,0.7862830976349667,2.208708407902282,23989964.0,4,0.6051719726352079,0.6400398620986857,0.0,0.0,27252754.0,0.6400398620986857,0.0,0,cost_deviation_pct_mean,-3.2105687,cost_deviation_pct_max,-1.6224327,num_works,-0.26129773,0.006024463257441918,0.005377414,0.5,0,0.19423368740515934,agree
