MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score,Trend_Anomaly_Score,Fund_Dump_Anomaly,Constituency,Isolation_Forest_Anomaly,Is_Ghost_Work,True_Fraud_Label,Final_Risk_Probability,Composite_Risk_Score,Primary_Risk_Driver
Shri Ashokrao Shankarrao Chavan (2024-30),Kailash Pandit Chavan,33.35,False,False,True,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Ashwini Vaishnaw (2024-30),VALUABLE WHEELS INDIA PRIVATE LIMITED,27.21,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Shri B Y Raghavendra ,Nirmithi Kendra Shivamogga,44.8,False,False,False,False,0.0,0,False,SHIMOGA,0.0,0.0,0,0.0048430096,0.48,None
Shri B. Parthasaradhi Reddy (2022-28),CARTEL_CORP_A,78.14,True,True,True,True,6.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri B.L. Verma (2020-26),ND CONTRACTOR,58.19,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Babubhai Jesangbhai Desai (2023-29),MAHARANI MEDI CARE PVT LTD,5.8,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Baburam Nishad (2022-28),shyam swaroop manufacturere,45.89,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Balyogi Umeshnath (2024-30),GP ANANDIPURA A,4.76,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Banshilal Gurjar (2024-30),Chief MANAGER OFFICE MEGA PLANning LOcal Area MAndsaur,29.98,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Benny Behanan,TATA MOTORS,17.43,False,False,False,False,0.0,0,False,CHALAKUDY,0.0,0.0,0,0.0048430096,0.48,None
Shri Bhartruhari Mahtab,Rabindra Nath Singh,7.69,False,False,False,False,0.0,0,False,CUTTACK,0.0,0.0,0,0.0048430096,0.48,None
Shri Birendra Prasad Baishya (2025-31),CONSTRUCTION OF ZUBEEN GARG KHETRA,12.95,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Brij Lal (2020-26),SHREYA CONSTRUCTION,18.59,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Chandra Prakash Choudhary,Raj Kishor Mahato,28.42,False,False,False,False,0.0,0,False,GIRIDIH,0.0,0.0,0,0.0048430096,0.48,None
Shri Chandrakant Damodar Handore (2024-30),Kolte Patil Developer,37.82,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Chunnilal Garasiya (2024-30),JAY HANUMAN TRADERS,9.8,False,False,False,True,3.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Damodar Rao Divakonda (2022-28),M Harish,12.58,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Deepak (Dev) Adhikari ,DUTTA ENTERPRISE,27.91,False,False,False,False,0.0,0,False,GHATAL,0.0,14.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Derek O' Brien (2023-29),KHIVRAJ MOTORS,46.62,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Devendra Pratap Singh (2024-30),Punit Kumar Agrawal,19.33,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Dhananjay Bhimrao Mahadik (2022-28),RAI INDUSTRIES,10.31,False,False,False,False,0.0,5,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Shri Dorjee Tshering Lepcha (2024-30),ASSISTANT ENGINEER ZILLA PANCHAYAT OFFICE,19.96,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri G.C. Chandrashekhar (2024-30),N G GANESH BABU,37.06,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ghanshyam Tiwari (2022-28),SHREE JAANKINATA CONSTRUCTION CO,5.48,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Golla Baburao (2024-30),C RAJA REDDY,23.13,False,False,True,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Govindbhai Laljibhai Dholakia (2024-30),SHREE GANESH INFOTECH,9.17,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Gulam Ali (2022-28),RMK ENTERPRISES,39.49,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Gurjeet Singh Aujla,THE CHAWINDA COOPRATIVE LABOUR AND CONSTRUCTION SOCIETY,25.93,False,False,False,False,0.0,0,False,AMRITSAR,0.0,5.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Hanuman Beniwal,AEN O N M AVVNL,6.12,False,False,False,False,0.0,0,False,NAGAUR,0.0,0.0,0,0.0048430096,0.48,None
Shri Harbhajan Singh (2022-28),BIROKE BUILDERS PVT LTD,8.13,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Hardeep Singh Puri (2020-26),Vimal Enterprises,11.1,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Haris Beeran (2024-30),PM ABDUL KAREEM,20.41,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Harsh Mahajan (2024-30),BDO MASHOBRA RAJYA SABHA,6.73,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Hibi Eden,VE Commercial Vehicles Ltd,55.07,False,False,False,False,0.0,0,False,ERNAKULAM,0.0,0.0,0,0.0048430096,0.48,None
Shri I.S. Inbadurai (2025-31),K G CONSTRUCTIONS,29.6,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ilaiyaraaja (2022-28),K VANARAJ,30.65,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Imran Pratapgarhi (2022-28),UNITY ENTERPRISES,27.25,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jagat Prakash Nadda (2024-30),GRAM PANCHAYAT NANASADA MAHATMA GANDHI SWACHHATA MISSION YOJNA,23.81,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jaggesh (2022-28),Rakesh N,22.91,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jairam Ramesh (2022-28),KRIDL BHUSIRI ACCOUNT WORKS,84.92,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Janardan Singh Sigriwal ,Lokbharti Prakashan,25.41,False,False,False,False,0.0,0,False,MAHARAJGANJ,0.0,0.0,0,0.0048430096,0.48,None
Shri Javed Ali Khan (2022-28),HIDAYA QIRAT ENTERPRISES,40.05,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jayant Chaudhary (2022-28),Vaid Associates,24.17,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jogen Mohan (2026-32),CONST OF ROAD FROM B B LINKED ROAD TO UPEN DAS HOUSE AT BAMUN BARADI,100.0,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Jose K. Mani (2024-30),VE Commercial Vehicles Ltd,10.83,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Jual Oram,Geetanjali Traders,31.85,False,False,False,False,0.0,0,False,SUNDARGARH,0.0,0.0,0,0.0048430096,0.48,None
Shri Jugal Kishore Sharma,Rajinder singh Randhawa,7.96,False,False,False,False,0.0,0,False,JAMMU,0.0,0.0,0,0.0048430096,0.48,None
Shri Jyotirmay Singh Mahato ,ATANU PATRA,100.0,True,False,False,False,1.0,0,False,PURULIA,0.0,1.0,1,0.9967546,99.68,Is_Ghost_Work
Shri K.R.N. Rajeshkumar (2022-28),MOOKAMBIKA CONSTRUCTION,14.24,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Kanad Purkayastha (2025-31),ABDUL KALAM BARBHUIYA,33.77,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Kapil Sibal (2022-28),J R Group,33.99,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Karti P Chidambaram ,M KARTHIKEYAN,10.17,False,False,False,False,0.0,0,False,SIVAGANGA,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Kartikeya Sharma (2022-28),KMT Construction Company,100.0,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Kesridevsinh Jhala (2023-29),JEDA ENTERPRISE,20.63,False,False,True,False,1.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9969471,99.69,Is_Ghost_Work
Shri Khiru Mahto (2022-28),ASSISTANT ENGINEER FATUHA,26.51,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Kumbakudi Sudhakaran,Keltron Component complex Ltd Kannur,22.62,False,False,False,False,0.0,0,False,KANNUR,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Shri LS Tejasvi Surya ,Raju Bhargav R,26.64,False,False,False,False,0.0,0,False,BANGALORE SOUTH,0.0,0.0,0,0.0048430096,0.48,None
Shri Lahar Singh Siroya (2022-28),YASHODA R,49.93,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri M K Raghavan,Nisar T P,18.03,False,False,False,False,0.0,0,False,KOZHIKODE,0.0,0.0,0,0.0048430096,0.48,None
Shri Madan Rathore (2024-30),AKHIL BHARTIYA BISHNOI MAHASABHA,6.13,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Mahendra Bhatt (2024-30),ARUN KUMAR,12.86,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Shri Manan Kumar Mishra (2024-28),NITU DEVI,19.84,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Manas Ranjan Mangaraj (2022-28),BUDHIRAM TIYU,7.52,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Masthan Rao Yadav Beedha (2024-28),Chejarla Suresh Reddy,14.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Mayankkumar Nayak (2024-30),ASIAN CONSTRUCTION,8.39,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Meda Raghunadha Reddy (2024-30),SRI NELCO ENTERPRISES,8.16,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Milind Murli Deora (2024-30),Saurabh Vilas Kamane,50.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Mithlesh Kumar (2022-28),HIDAYA QIRAT ENTERPRISES,32.73,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Mohammed Nadimul Haque (2024-30),KHIVRAJ MOTORS,51.67,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Mukul Wasnik (2022-28),Famous Fountains,3.69,False,False,False,True,3.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri NK Premachandran,SML ISUZU LTD,10.39,False,False,False,False,0.0,0,False,KOLLAM,0.0,0.0,0,0.0048430096,0.48,None
Shri Nagendra Ray (2023-29),SAJAL KUMAR KAR,36.41,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Narain Dass Gupta (2024-30),BANSAL ELECTRIC STORE,38.95,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Narayanasa K. Bhandage (2024-30),RAJASHEKAR PATIL,32.63,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Narendra Modi,NEETU CONSTRUCTION,7.86,False,False,False,False,0.0,1,True,VARANASI,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
Shri Naresh Bansal (2020-26),CARTEL_CORP_B,39.49,False,True,True,True,5.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Naveen Jain (2024-30),SAI ENTERPRISES,82.3,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Neeraj Shekhar (2020-26),SHAIL CONSTRUCTION,63.69,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Nitin Laxmanrao Jadhav Patil (2024-28),SHIVESHAMBHO MAJUR SAHAKARI SANSTHA LTD SHINDEWADE,44.46,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri P. Chidambaram (2022-28),D GANESAN ALANGADU,13.04,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri P. P. Suneer (2024-30),VE Commercial Vehicles Ltd,25.08,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri P. Wilson (2025-31),THAMOTHARAN L,50.01,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri PP Chaudhary,Om Construction Rohat,8.48,False,False,False,False,0.0,0,False,PALI,0.0,0.0,0,0.0048430096,0.48,None
Shri Pabitra Margherita (2022-28),MS Allied Construction Co,7.84,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Paka Venkata Satyanarayana (2025-28),EXECUTIVE ENGINEER APCPDCL CHIRALA,100.0,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Pradip Kumar Varma (2024-30),Junior Engineer Zila Parishad Prashant Kumar,54.25,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Praful Patel (2024-30),NEELAM YOGESH JAISWAL,13.45,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Pramod Tiwari (2022-28),HUKAM SINGH CONSTRUCTION COMPANY,6.88,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri R. Dharmar (2022-28),LUCKY ASSOCIATES,36.43,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri R. Girirajan (2022-28),JF JAVID HUSSAIN,57.2,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Raghav Chadha (2022-28),Brightway Contractor and Developers,59.27,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Rajeev Shukla (2022-28),Samriddhi Enterprises,73.89,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Rajib Bhattacharjee (2024-28),Jain Udyog,13.29,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Rajmohan Unnithan ,Keltron Component complex Ltd Kannur,30.39,False,False,False,False,0.0,0,False,KASARAGOD,0.0,0.0,0,0.0048430096,0.48,None
Shri Ramji (2020-26),SHRI SAI ELECTRICAL SUPPLIERS CONTRACTOR,39.78,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ramji Lal Suman (2024-30),ASHOK KUMAR,42.25,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Randeep Singh Surjewala (2022-28),SHARMA CONTRACTOR,4.88,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ratanjit Pratap Narain Singh (2024-30),BINDU DEVI,36.1,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ravi Chandra Vaddiraju (2024-30),BHOJYA GUGULOTH,7.98,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Rwngwra Narzary (2022-28),MS Dwithun Basumatary Enterprise,13.85,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ryaga Krishnaiah (2024-28),SRI NELCO ENTERPRISES,29.6,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri S Niranjan Reddy (2022-28),IMMALRAJU VENKATASATYA NARAYANARAJU,20.02,False,False,True,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri S. Jaishankar (2023-29),CONNECTWAVE INTEGRATIONS PVT LTD,72.02,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri S. Kalyanasundaram (2022-28),LUCKY ASSOCIATES,22.43,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri S. Selvaganabathy (2021-27),VELUSAMY C,7.28,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri S.R. Sivalingam (2025-31),APU Constructions,42.01,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sadanand Mhalu Shet Tanavade (2023-29),TATA MOTORS,48.91,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Shri Samik Bhattacharya (2024-30),Ananda Mohan Sui,10.43,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Samirul Islam (2023-29),KHIVRAJ MOTORS,51.77,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sandosh Kumar P (2022-28),VE Commercial Vehicles Ltd,16.44,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sanjay Kumar Jha (2024-30),ASSISTANT ENGINEER JHANJHARPUR,53.42,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sanjay Raut (2022-28),Kamal Enterprises,23.8,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sanjay Seth (2024-30),BALAJI CONSTRUCTIONS,68.55,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sanjay Singh (2024-30),KHANNA SALES CORPORATION,12.8,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sant Balbir Singh (2022-28),Satnam Process Engineering,20.7,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sarbananda Sonowal (18LS),BIRAJ DIHINGIA,11.92,False,False,False,False,0.0,1,True,DIBRUGARH,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
Shri Satish Chandra Dubey (2022-28),ASSISTANT ENGINEER NARKATIYAGINJ,18.02,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Satish Kumar Gautam ,S K CONSTRUCTION,43.93,False,False,False,False,0.0,0,False,ALIGARH,0.0,0.0,0,0.0048430096,0.48,None
Shri Satnam Singh Sandhu (2024-30),Sohan Lal Mehta,23.02,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Shambhu Sharan Patel (2022-28),Anil Electricals,30.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Shantanu Thakur ,MAA KALI BUILDERS,71.54,True,False,False,False,1.0,0,False,BANGAON,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Shri Subhash Barala (2024-30),THE BARTA CO OP  L AND C SOCIETY,12.09,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Subhasish Khuntia (2024-30),TAPABANTA SAHOO,44.67,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Sudheer Gupta ,CEO JANPAD PANCHAYAT MANDSAUR,23.11,False,False,False,False,0.0,0,False,MANDSOUR,0.0,10.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Surendra Singh Nagar (2022-28),BALAJI SUPPLIER,31.58,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Suresh Kodikunnil,TATA MOTORS,14.89,False,False,False,False,0.0,0,False,MAVELIKKARA,0.0,0.0,0,0.0048430096,0.48,None
Shri Tapir Gao,BKM Enterprises,10.85,False,False,False,False,0.0,0,False,ARUNACHAL EAST,0.0,0.0,0,0.0048430096,0.48,None
Shri Tejveer Singh (2024-30),MAA LAXMI CONTRACTOR AND SUPPLIERS,18.08,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri V. Vijayendra Prasad (2022-28),GOLLA SURESH KUMAR,21.84,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Vivek K. Tankha (2022-28),MP AGRO JABALPUR,3.79,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Yerram Venkata Subba Reddy (2024-30),GOTTIPATI MADHUSUDHANA RAO,11.33,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri vijayakumar Vasanth,R CHANDRASEKARAN,29.13,False,False,False,False,0.0,0,False,KANNIYAKUMARI,0.0,0.0,0,0.0048430096,0.48,None
Shrikant Eknath Shinde,Pro Ortho Perfect India Pvt Ltd,100.0,True,False,False,False,1.0,0,False,KALYAN,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Shripad Yesso Naik,A S ENTERPRISES,58.96,False,False,False,False,0.0,0,False,NORTH GOA,0.0,0.0,0,0.0048430096,0.48,None
Shrirang Appa Barne,ASHUTOSH HANUMANT BALKAVADE,24.76,False,False,False,False,0.0,0,False,MAVAL,0.0,0.0,0,0.0048430096,0.48,None
Shyamkumar,GRAMPANCHAYAT LOHDONGRI,23.11,False,False,False,False,0.0,0,False,RAMTEK,0.0,0.0,0,0.0048430096,0.48,None
Sivanath Kesineni,Power Solutions,51.98,False,False,False,False,0.0,0,False,VIJAYAWADA,0.0,0.0,0,0.0048430096,0.48,None
Smt Anupriya Patel,Atharv Enterprises,66.58,False,False,False,False,0.0,0,False,MIRZAPUR,0.0,0.0,0,0.0048430096,0.48,None
Smt Aparajita Sarangi,Subhasmita Sahoo,13.18,False,False,False,False,0.0,1,True,BHUBANESWAR,0.0,1.0,1,0.9972486,99.72,Is_Ghost_Work
Smt Dimple Yadav,MANI CONSTRUCTION,17.37,False,False,False,False,0.0,0,False,MAINPURI,0.0,0.0,0,0.0048430096,0.48,None
Smt Harsimrat Kaur Badal,Sham Lal Gurpta,3.04,False,False,False,False,0.0,0,False,BHATINDA,0.0,4.0,1,0.9970304,99.7,Is_Ghost_Work
Smt Hema Malini,JAY MAHAVEER INFRAVENTURE PRIVATE LIMITED,33.41,False,False,False,False,0.0,0,False,MATHURA,0.0,0.0,0,0.0048430096,0.48,None
Smt Himadri Singh,MS SANJAY KUMAR TIWARI,20.11,False,False,False,False,0.0,0,False,SHAHDOL,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
Smt Poonamben Hematbhai Maadam,UDYATI CONTRUCTION,3.74,False,False,False,False,0.0,0,False,JAMNAGAR,0.0,0.0,0,0.0048430096,0.48,None
