MP Name,Constituency,State,House,Allocated Amount (₹),Amount Recommended (₹),Total Expenditure (₹),Utilization %,Completed Works,Recommended Works,Completion Rate %,Balance Not Yet Paid to Vendors (₹),Transaction Count,Successful Payments,Pending Payments,Average Rating
KADIYAM KAVYA,WARANGEL,Telangana,Lok Sabha,147000000.0,88497843.0,27189421.0,60.2,53,214,24.77,61308422.0,73,73,0,
Kamaljeet Sehrawat,WEST DELHI,Delhi,Lok Sabha,147000000.0,88481527.0,13075365.0,60.19,31,65,47.69,75406162.0,34,33,1,
MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP,Lakshadweep,Lok Sabha,153942460.41,92492350.0,39337535.0,60.08,2,28,7.14,53154815.0,20,20,0,
KAMAKHYA PRASAD TASA,Kaziranga,Assam,Lok Sabha,147000000.0,88319000.0,13430602.0,60.08,0,88,0.0,74888398.0,40,40,0,
BAJRANG MANOHAR SONWANE,BEED,Maharashtra,Lok Sabha,165899107.19,99463933.0,37977152.0,59.95,20,100,20.0,61486781.0,39,39,0,
Shri S.R. Sivalingam (2025-31),Sitting Rajya Sabha,Tamil Nadu,Rajya Sabha,89248285.42,53266677.0,27371677.0,59.68,24,54,44.44,25895000.0,25,25,0,
ADV GOWAAL KAGADA PADAVI,NANDURBAR,Maharashtra,Lok Sabha,147816309.11,88135530.0,32041066.0,59.63,189,279,67.74,56094464.0,189,189,0,
E.T. MOHAMMED BASHEER,MALAPPURAM,Kerala,Lok Sabha,163895872.11,97648170.0,36606844.0,59.58,43,190,22.63,61041326.0,74,73,1,
K. C VENUGOPAL,ALAPPUZHA,Kerala,Lok Sabha,147000000.0,87573664.0,44331588.0,59.57,37,89,41.57,43242076.0,67,67,0,
SANJAY DINA PATIL,MUMBAI NORTH EAST,Maharashtra,Lok Sabha,147000000.0,87500000.0,5955517.0,59.52,0,40,0.0,81544483.0,3,2,1,
Dr Chandra Sekhar Pemmasani,GUNTUR,Andhra Pradesh,Lok Sabha,159774113.11,95101846.0,39657891.0,59.52,9,96,9.38,55443955.0,46,44,2,
Ram Shiromani,SHRAWASTI,Uttar Pradesh,Lok Sabha,151746878.11,90062310.0,16300060.0,59.35,0,1357,0.0,73762250.0,58,3,55,
Mr Gopal Jee Thakur,DARBHANGA,Bihar,Lok Sabha,147000000.0,87205268.0,75767756.0,59.32,59,179,32.96,11437512.0,156,156,0,
GOPINATH K,KRISHNAGIRI,Tamil Nadu,Lok Sabha,147000000.0,87039009.0,42753233.0,59.21,36,96,37.5,44285776.0,57,57,0,
Shri Nitin Laxmanrao Jadhav Patil (2024-28),Sitting Rajya Sabha,Maharashtra,Rajya Sabha,122500000.0,72450000.0,4496048.0,59.14,4,60,6.67,67953952.0,4,3,1,
S Venkatesan,MADURAI,Tamil Nadu,Lok Sabha,147000000.0,86773440.0,50415867.0,59.03,46,127,36.22,36357573.0,73,71,2,
Shri Janardan Singh Sigriwal ,MAHARAJGANJ,Bihar,Lok Sabha,147000000.0,86339856.0,47230253.0,58.73,27,74,36.49,39109603.0,45,44,1,
Santosh Pandey,RAJNANDGAON,Chhattisgarh,Lok Sabha,147000000.0,86253260.0,62035049.0,58.68,72,177,40.68,24218211.0,251,244,7,
Shri Balyogi Umeshnath (2024-30),Sitting Rajya Sabha,Madhya Pradesh,Rajya Sabha,147000000.0,86195980.0,42047000.0,58.64,11,80,13.75,44148980.0,84,80,4,
Chandra Prakash Joshi,CHITTORGARH,Rajasthan,Lok Sabha,147000000.0,85832214.0,4980185.0,58.39,10,196,5.1,80852029.0,42,41,1,
DR. SHARMILA SARKAR,BARDHAMAN PURBA,West Bengal,Lok Sabha,147000000.0,85735589.0,21224009.0,58.32,17,111,15.32,64511580.0,33,25,8,
Shri Sanjay Seth (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,85520963.0,56357801.0,58.18,19,59,32.2,29163162.0,48,46,2,
SAYANI GHOSH,JADAVPUR,West Bengal,Lok Sabha,147000000.0,85269420.0,49785004.0,58.01,115,214,53.74,35484416.0,129,129,0,
LOVELY ANAND,SHEOHAR,Bihar,Lok Sabha,147000000.0,84963896.0,43561211.0,57.8,25,90,27.78,41402685.0,39,37,2,
VIVEK THAKUR,NAWADA,Bihar,Lok Sabha,147000000.0,84770897.0,6537792.0,57.67,1,85,1.18,78233105.0,9,5,4,
Smt Poonamben Hematbhai Maadam,JAMNAGAR,Gujarat,Lok Sabha,147000000.0,84730944.0,26767387.0,57.64,48,179,26.82,57963557.0,62,57,5,
BRIJENDRA SINGH OLA,JHUNJHUNU,Rajasthan,Lok Sabha,147000000.0,84117714.0,57494662.0,57.22,94,167,56.29,26623052.0,450,448,2,
TARIQ ANWAR,KATIHAR,Bihar,Lok Sabha,147000000.0,83725060.0,79735060.0,56.96,60,86,69.77,3990000.0,82,82,0,
Dr. L. Murugan (2024-30),Sitting Rajya Sabha,Madhya Pradesh,Rajya Sabha,147000000.0,83449574.0,38699774.0,56.77,6,38,15.79,44749800.0,40,39,1,
SUKANTA KUMAR PANIGRAHI,KANDHAMAL,Odisha,Lok Sabha,190712424.11,107662769.0,54209040.0,56.45,148,353,41.93,53453729.0,352,347,5,
NAVEEN JINDAL,KURUKSHETRA,Haryana,Lok Sabha,147000000.0,82874956.0,61262363.0,56.38,118,200,59.0,21612593.0,257,255,2,
ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,Maharashtra,Lok Sabha,147000000.0,82800000.0,7792570.0,56.33,0,34,0.0,75007430.0,4,3,1,
Ajay Kumar Mandal,BHAGALPUR,Bihar,Lok Sabha,147000000.0,82721490.0,75252620.0,56.27,57,74,77.03,7468870.0,71,71,0,
DEVESH CHANDRA THAKUR,SITAMARHI,Bihar,Lok Sabha,163809205.11,92125840.0,41894417.0,56.24,119,201,59.2,50231423.0,129,129,0,
NIMUBEN JAYANTIBHAI BAMBHANIYA,BHAVNAGAR,Gujarat,Lok Sabha,147000000.0,82658143.0,25662379.0,56.23,28,85,32.94,56995764.0,34,34,0,
DINESHBHAI MAKWANA,AHMEDABAD WEST,Gujarat,Lok Sabha,160434965.11,89841605.0,25122452.0,56.0,2,207,0.97,64719153.0,4,4,0,
BAPI HALDAR,MATHURAPUR,West Bengal,Lok Sabha,147000000.0,82108066.0,39420540.0,55.86,89,169,52.66,42687526.0,102,101,1,
RAJESH VERMA,KHAGARIA,Bihar,Lok Sabha,147000000.0,81855498.0,74186362.0,55.68,67,76,88.16,7669136.0,69,69,0,
DR. HEMANT VISHNU SAVARA,PALGHAR,Maharashtra,Lok Sabha,147000000.0,81749000.0,12275200.0,55.61,1,85,1.18,69473800.0,15,11,4,
MANISH JAISWAL,HAZARIBAGH,Jharkhand,Lok Sabha,147000000.0,81513050.0,0.0,55.45,0,164,0.0,81513050.0,0,0,0,
Sanjay Haribhau Jadhav,PARBHANI,Maharashtra,Lok Sabha,147000000.0,81454456.0,40999822.0,55.41,28,84,33.33,40454634.0,49,49,0,
JITIN PRASADA,PILIBHIT,Uttar Pradesh,Lok Sabha,147000000.0,80889964.0,41842816.0,55.03,22,59,37.29,39047148.0,106,104,2,
BHARAT SINGH KUSHWAH,GWALIOR,Madhya Pradesh,Lok Sabha,151455276.04,83032458.0,13676652.0,54.82,4,126,3.17,69355806.0,41,40,1,
MANNA LAL RAWAT,UDAIPUR,Rajasthan,Lok Sabha,147000000.0,80297895.0,36354199.0,54.62,24,208,11.54,43943696.0,207,169,38,
Dr Sukanta Majumdar ,BALURGHAT,West Bengal,Lok Sabha,157085364.9,85690601.8,26156776.0,54.55,33,186,17.74,59533825.8,51,51,0,
Pradan Baruah,LAKHIMPUR,Assam,Lok Sabha,147000000.0,80049800.0,57613604.0,54.46,33,148,22.3,22436196.0,181,175,6,
RAHUL SINGH LODHI,DAMOH,Madhya Pradesh,Lok Sabha,163058785.37,88730852.0,72714957.0,54.42,176,299,58.86,16015895.0,342,341,1,
AMRARAM,SIKAR,Rajasthan,Lok Sabha,165691544.11,89877472.0,38165228.0,54.24,50,171,29.24,51712244.0,313,294,19,
Sudip Bandyopadhyay,KOLKATA UTTAR,West Bengal,Lok Sabha,147000000.0,79627830.0,46311063.0,54.17,9,37,24.32,33316767.0,31,31,0,
BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,Andaman And Nicobar Islands,Lok Sabha,147000000.0,79615803.0,15498347.0,54.16,0,29,0.0,64117456.0,9,9,0,
Shri Praful Patel (2024-30),Sitting Rajya Sabha,Maharashtra,Rajya Sabha,147000000.0,79519538.0,25836264.0,54.09,22,116,18.97,53683274.0,38,37,1,
Dushyant Singh,JHALAWAR-BARAN,Rajasthan,Lok Sabha,147000000.0,79498880.0,6025816.0,54.08,0,196,0.0,73473064.0,26,25,1,
Smt Sangeeta Kumari Singh Deo,BOLANGIR,Odisha,Lok Sabha,147000000.0,79450000.0,4193424.0,54.05,3,228,1.32,75256576.0,14,13,1,
Shri Sujeet Kumar (2026-32),Sitting Rajya Sabha,Odisha,Rajya Sabha,49000000.0,26350000.0,0.0,53.78,0,35,0.0,26350000.0,0,0,0,
Shri A. A. Rahim (2022-28),Sitting Rajya Sabha,Kerala,Rajya Sabha,220563957.11,118419424.0,56944903.0,53.69,17,75,22.67,61474521.0,37,36,1,
MOHIBBULLAH,RAMPUR,Uttar Pradesh,Lok Sabha,147000000.0,78883489.0,74744421.0,53.66,219,336,65.18,4139068.0,344,344,0,
Shri Dhananjay Bhimrao Mahadik (2022-28),Sitting Rajya Sabha,Maharashtra,Rajya Sabha,220383643.11,118144252.0,48415797.0,53.61,32,150,21.33,69728455.0,41,41,0,
Kaushalendra Kumar,NALANDA,Bihar,Lok Sabha,147000000.0,78719429.0,45509064.0,53.55,92,170,54.12,33210365.0,97,92,5,
Khalilur Rahaman ,JANGIPUR,West Bengal,Lok Sabha,147000000.0,78631103.0,23028217.0,53.49,31,107,28.97,55602886.0,44,33,11,
Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,Kerala,Lok Sabha,167807990.11,89737781.0,50584788.0,53.48,100,205,48.78,39152993.0,127,125,2,1.0
JOBA MAJHI,SINGHBHUM,Jharkhand,Lok Sabha,147000000.0,78210610.0,59054467.0,53.2,0,118,0.0,19156143.0,127,127,0,
MURARI LAL MEENA,DAUSA,Rajasthan,Lok Sabha,147000000.0,77844548.0,19094674.0,52.96,16,111,14.41,58749874.0,71,70,1,
RAHUL GANDHI,RAE BARELI,Uttar Pradesh,Lok Sabha,147000000.0,77809777.0,27068171.0,52.93,74,192,38.54,50741606.0,151,132,19,
Dr. M. Dhanapal (2025-31),Sitting Rajya Sabha,Tamil Nadu,Rajya Sabha,89248285.42,47230393.0,23989964.0,52.92,27,51,52.94,23240429.0,34,34,0,
Harsh Malhotra,EAST DELHI,Delhi,Lok Sabha,147134131.0,77657623.0,24390277.0,52.78,53,113,46.9,53267346.0,57,57,0,
GENIBEN NAGAJI THAKOR,BANASKANTHA,Gujarat,Lok Sabha,147000000.0,77476737.0,26332572.0,52.71,41,168,24.4,51144165.0,67,65,2,
IQRA CHOUDHARY,KAIRANA,Uttar Pradesh,Lok Sabha,147000000.0,77323182.0,50723960.0,52.6,45,92,48.91,26599222.0,62,55,7,
KISHORI LAL,AMETHI,Uttar Pradesh,Lok Sabha,171500000.0,89977309.0,82481354.0,52.46,19,52,36.54,7495955.0,75,71,4,
Ramesh Chandappa Jigajinagi,BIJAPUR,Karnataka,Lok Sabha,269500000.0,141386000.0,24205222.0,52.46,0,361,0.0,117180778.0,123,115,8,
NARESH CHANDRA UTTAM PATEL,FATEHPUR,Uttar Pradesh,Lok Sabha,147000000.0,76380995.0,28783210.0,51.96,13,81,16.05,47597785.0,49,49,0,
Sribharat MathuKumli,VISAKHAPATNAM,Andhra Pradesh,Lok Sabha,164841922.0,84715000.0,13181176.0,51.39,0,40,0.0,71533824.0,18,15,3,
BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Andhra Pradesh,Lok Sabha,159998515.11,82033277.0,44033277.0,51.27,144,208,69.23,38000000.0,145,145,0,
Kani K Navas,RAMANATHAPURAM,Tamil Nadu,Lok Sabha,147000000.0,75293467.0,54855096.0,51.22,68,110,61.82,20438371.0,86,85,1,
V. SOMANNA,TUMKUR,Karnataka,Lok Sabha,147000000.0,75250000.0,32543790.0,51.19,4,61,6.56,42706210.0,27,17,10,
RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,Telangana,Lok Sabha,147000000.0,75209146.0,21423748.0,51.16,18,211,8.53,53785398.0,46,44,2,
Shri Ashwini Vaishnaw (2024-30),Sitting Rajya Sabha,Odisha,Rajya Sabha,265563957.11,134619600.0,20469117.0,50.69,4,17,23.53,114150483.0,23,21,2,
AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,West Bengal,Lok Sabha,179658399.98,90768485.0,33156887.0,50.52,6,112,5.36,57611598.0,30,29,1,
Dr. Sudhanshu Trivedi (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,74004164.0,33646948.0,50.34,14,53,26.42,40357216.0,28,28,0,
Dilip Saikia,Darrang-Udalguri,Assam,Lok Sabha,147000000.0,73850000.0,26230389.0,50.24,5,230,2.17,47619611.0,151,148,3,
B K PARTHASARATHI,HINDUPUR,Andhra Pradesh,Lok Sabha,160491894.11,80578656.0,49297701.0,50.21,52,92,56.52,31280955.0,66,64,2,
R.K. CHAUDHARY,MOHANLALGANJ,Uttar Pradesh,Lok Sabha,147000000.0,73785543.0,34622708.0,50.19,14,93,15.05,39162835.0,83,81,2,
VARUN CHAUDHRY,AMBALA,Haryana,Lok Sabha,255454264.0,125888476.0,29577311.0,49.28,3,157,1.91,96311165.0,107,99,8,
Smt Satabdi Roy (Banerjee),BIRBHUM,West Bengal,Lok Sabha,147000000.0,72013235.6,48307379.6,48.99,62,95,65.26,23705855.999999996,67,67,0,
MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,Maharashtra,Lok Sabha,195613601.7,95260000.0,8828612.0,48.7,41,259,15.83,86431388.0,41,41,0,
Ganesh Singh,SATNA,Madhya Pradesh,Lok Sabha,147000000.0,71551054.0,48076283.0,48.67,77,318,24.21,23474771.0,227,226,1,
Shri Jyotirmay Singh Mahato ,PURULIA,West Bengal,Lok Sabha,147000000.0,71300960.0,11711831.0,48.5,15,107,14.02,59589129.0,31,31,0,
Shri Ghanshyam Tiwari (2022-28),Sitting Rajya Sabha,Rajasthan,Rajya Sabha,196063957.11,95069374.0,45570943.0,48.49,30,88,34.09,49498431.0,190,181,9,
Smt Anupriya Patel,MIRZAPUR,Uttar Pradesh,Lok Sabha,147000000.0,71228000.0,51732584.0,48.45,0,10,0.0,19495416.0,10,10,0,
Rao Rajendra Singh,JAIPUR RURAL,Rajasthan,Lok Sabha,147000000.0,71018558.0,15159151.0,48.31,10,104,9.62,55859407.0,36,34,2,
Smt Hema Malini,MATHURA,Uttar Pradesh,Lok Sabha,147000000.0,70743990.0,40721168.0,48.13,33,88,37.5,30022822.0,82,82,0,
Ravi Shankar Prasad,PATNA SAHIB,Bihar,Lok Sabha,147000000.0,70305274.0,56647683.0,47.83,60,85,70.59,13657591.0,66,66,0,
Shri Dilip Kumar Ray (2026-32),Sitting Rajya Sabha,Odisha,Rajya Sabha,49000000.0,23400000.0,0.0,47.76,0,31,0.0,23400000.0,0,0,0,
KULDEEP INDORA,GANGANAGAR,Rajasthan,Lok Sabha,147000000.0,69980074.0,11236750.0,47.61,2,92,2.17,58743324.0,68,49,19,
Smt Sandhya Ray,BHIND,Madhya Pradesh,Lok Sabha,147000000.0,69667619.0,25218035.0,47.39,61,129,47.29,44449584.0,158,158,0,
DARSHAN SINGH CHOUDHARY,HOSHANGABAD,Madhya Pradesh,Lok Sabha,147000000.0,69617611.0,30102552.0,47.36,49,459,10.68,39515059.0,315,303,12,
Shri Narain Dass Gupta (2024-30),Sitting Rajya Sabha,Delhi,Rajya Sabha,160837070.0,75478716.0,24703922.0,46.93,11,51,21.57,50774794.0,16,16,0,
Dr. Laxmikant Bajpayee (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,196000000.0,91115897.0,39061207.0,46.49,4,66,6.06,52054690.0,36,34,2,
Shri Rajmohan Unnithan ,KASARAGOD,Kerala,Lok Sabha,156754633.11,72864151.0,29132579.0,46.48,56,207,27.05,43731572.0,121,111,10,
Shri Samik Bhattacharya (2024-30),Sitting Rajya Sabha,West Bengal,Rajya Sabha,147000000.0,68212785.0,28774223.0,46.4,10,51,19.61,39438562.0,28,24,4,
ATUL GARG,GHAZIABAD,Uttar Pradesh,Lok Sabha,155336470.0,72011362.0,42043789.0,46.36,36,77,46.75,29967573.0,49,43,6,
Krishan Pal Gurjar,FARIDABAD,Haryana,Lok Sabha,147000000.0,67877306.0,24858831.0,46.18,6,81,7.41,43018475.0,47,46,1,
Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Maharashtra,Lok Sabha,185640423.0,84781444.87,24518118.0,45.67,23,125,18.4,60263326.870000005,42,42,0,
AMAR SHARADRAO KALE,WARDHA,Maharashtra,Lok Sabha,147000000.0,67098342.0,31855968.0,45.65,29,109,26.61,35242374.0,39,38,1,
Shri Paka Venkata Satyanarayana (2025-28),Sitting Rajya Sabha,Andhra Pradesh,Rajya Sabha,98000000.0,44480000.0,1599035.0,45.39,1,17,5.88,42880965.0,1,1,0,
C.M.RAMESH,ANAKAPALLE,Andhra Pradesh,Lok Sabha,202531656.11,91302449.0,36002667.0,45.08,20,125,16.0,55299782.0,42,40,2,
Manoj Tiwari,NORTH EAST DELHI,Delhi,Lok Sabha,225843858.0,100426887.0,29733175.0,44.47,6,23,26.09,70693712.0,10,9,1,
ABDUL RASHID SHEIKH,BARAMULLAH,Jammu And Kashmir,Lok Sabha,154773472.11,68534493.46,27714021.0,44.28,44,163,26.99,40820472.45999999,70,67,3,
RUCHI VIRA,MORADABAD,Uttar Pradesh,Lok Sabha,147000000.0,64981775.0,52167110.0,44.21,165,273,60.44,12814665.0,559,559,0,
Praveen Khandelwal,CHANDINI CHOWK,Delhi,Lok Sabha,147470276.0,64665415.63,26487847.0,43.85,35,69,50.72,38177568.63,42,42,0,
MANISH TEWARI,CHANDIGARH,Chandigarh,Lok Sabha,178351443.75,77883199.0,31608858.0,43.67,31,112,27.68,46274341.0,130,126,4,
Shri Sanjay Yadav (2024-30),Sitting Rajya Sabha,Bihar,Rajya Sabha,186200000.0,80448000.0,0.0,43.21,0,54,0.0,80448000.0,0,0,0,
Appalanaidu Kalisetti,VIZIANAGARAM,Andhra Pradesh,Lok Sabha,147000000.0,62793800.0,22622767.0,42.72,36,118,30.51,40171033.0,57,56,1,
SHIVRAJ SINGH CHOUHAN,VIDISHA,Madhya Pradesh,Lok Sabha,147000000.0,62443125.0,38851625.0,42.48,10,107,9.35,23591500.0,128,128,0,
Bansuri Swaraj,NEW DELHI,Delhi,Lok Sabha,154306950.0,65464173.0,21775293.0,42.42,41,110,37.27,43688880.0,46,46,0,
Lavu Sri Krishna Devarayalu,NARASARAOPET,Andhra Pradesh,Lok Sabha,174009663.11,73620228.0,2402685.0,42.31,1,131,0.76,71217543.0,4,4,0,
Shri Ajay Makan (2024-30),Sitting Rajya Sabha,Karnataka,Rajya Sabha,147000000.0,61850000.0,35435523.0,42.07,2,14,14.29,26414477.0,10,10,0,
Shri Banshilal Gurjar (2024-30),Sitting Rajya Sabha,Madhya Pradesh,Rajya Sabha,147000000.0,60975222.0,41674435.0,41.48,10,81,12.35,19300787.0,95,93,2,
Shri Akhilesh Prasad Singh (2024-30),Sitting Rajya Sabha,Bihar,Rajya Sabha,186200000.0,76718211.0,62309563.0,41.2,38,58,65.52,14408648.0,50,48,2,
KALYAN VAIJINATHRAO KALE,JALNA,Maharashtra,Lok Sabha,147000000.0,60101425.0,39254291.0,40.89,19,61,31.15,20847134.0,41,41,0,
Dr. Ashok Kumar Mittal (2022-28),Sitting Rajya Sabha,Punjab,Rajya Sabha,222487632.14,89539695.0,41939879.0,40.24,15,47,31.91,47599816.0,240,234,6,
Shri Debashish Samantaray (2026-30),Sitting Rajya Sabha,Odisha,Rajya Sabha,23800006.0,9500000.0,0.0,39.92,0,15,0.0,9500000.0,0,0,0,
